DATE,STAR,LIKE,REVIEW
20200821,별표 5개 만점에 1개를 받았습니다.,14,실제 사용하고잇지만 참 왜이렇개 만들엇는지 모르겟내여 첫째.주문이 와서 잡앗으면 폰에서 그만 울렷으면 좋겟내여 둘째.완료버튼 제가 쿠팡만 쓰느것도 아니고 거기 붙어서 완료버튼 기다렷다가 누르나요? 상담자말이 더 웃김 주문 많아지면 알바한테 시키라고 하니 ㅋㅋ 셋째.리뷰 답글을 왜 못달음? 어처구니 없는글 다른사람이 보고 믿으면 끝? 업체만 나쁜사람되느거 한순간ㅋ 넷째.프로모션프로모션 하는데 프로모션뜻을 알고 그런이름 붙이고 요금표 만드세요 마지막으로 쿠팡이츠는 업주입장측을 생각하고 만들엇나요? 고객층만 생각하고 만들엇나요? 고객이잇어야 업주가 잇고 업주가 잇어야 고객이 잇습니다
20200815,별표 5개 만점에 1개를 받았습니다.,5,포스에서 주문 접수한 후에도 앱에서 주문이 들어왔다는 알림이 계속 울리는데 제발 빨리 수정해주세요. 일하는데 신경 쓰여서 짜증이 납니다. 전화로도 몇달전부터 여러번 수정 요청을 했는데도 수정해주지 않네요. 쿠팡이 작은 회사도 아닌데 말이죠.
20201105,별표 5개 만점에 1개를 받았습니다.,31,"샵인샵 업체 운영합니다. 기기1개당 업체 하나만등록되는거 엄청 불편합니다. 배달 나갈때 영업중지 걸고 나가야되고, 걸어서,자전거배달하는거 인간적으로 아니지 않아요? 지금도 식었다고 클레임들어오는거 보면 다 쿠팡이츠에요, 날 더 추워질건데 음식 식으면 보상 문제가 아니라 고객이 재주문을 안할텐데 오토바이 타고오면 뭐해요 탑박스없어서 음식을 손에 들고가는데 배달자들 안전교육 켜두기만하면 자격생기니 배달 그지같이 하고 주소어디냐고 저한테 물어보는 사람도 있어요ㅋㅋ 어떻게 가야 빠르냐고 장난합니까 업체 사장님들이 고쳐달라고 하는건 관련부서 전달하겠습니다 말만하지말고 뭐라도 개선좀 해봐주세요"
20210226,별표 5개 만점에 1개를 받았습니다.,10,메뉴수정요청도 틀리게해놓구 다시요청해두 3주째깜깜무소식ㅋㅋㅋ 다시전화나요청하기 귀찮아서 냅둠 누락지연하구 시스템자체 많이허접함 너무불편함
20210107,별표 5개 만점에 1개를 받았습니다.,28,"어제부터시작해서 정말 전화를 안받으시네요. 배민보다 못한 쿠팡. 전화좀 받아. 신규가맹점들로인해 통화지연이 10분이상이면 프로그램 수정을 하던가. 우리가 직접 할수있게. 메뉴추가도 본인들한테 보내라하고... 엑셀형식을 원하면 첨부파일에 올려놓고 얘길하든가. 처음해보는 사람은 아예 못할듯!? 이렇게 거지같은 시스템... 매장 노출 일시정지는 왠말인가?? 장사하지 말라는건가?? 어제 통화햇던 상담원 마스크쓰고 얘기하는거떠나서 껌씹으면서 얘기하는것같은데, 다들 서비스정신 없으신듯요?? 비대면이라고 그러는건가요?? 면상 보고싶네요."
20200209,별표 5개 만점에 1개를 받았습니다.,24,알람을 끄거나 볼륨조절 설정좀 해주세요. 영화관이나 알람이 울려야되지 않아야될 상황에서 알람이 울리니 그냥 삭제했다가 다시 설치하네요. 배민 어플 같은 경우는 알람볼륨 조절이 있어서 방해받지않고 주문수락이 가능한데 쿠팡은;; 여러모로 수정할게 많은 어플임. 배민어플을 참고하세요. 배민이 괜히 1위 업체가 아님.
20200211,별표 5개 만점에 1개를 받았습니다.,11,"최악의 어플. 1. 여러 기기에서 쿠팡이츠를 이용할 때 (예를들어 포스기, 핸드폰 2대) 주문이 들어오면 모든 기기에서 시끄럽게 쿠팡이츠주문~~소리가 남. 한 기기에서 주문수락을 했는데도 나머지 기기에서 일정시간동안 계~~~~속 시끄럽게 알림이 나옴. 바빠죽겠는데 굳이굳이 홀까지 나가서 포스기에서 주문확인을 눌러야함. 심지어 어플에서 알림소리를 끄거나 줄이는 기능이 전혀 없음. 쉬는 날에는 로그아웃하든가 지워야함. 2. 조리시간정확도 수치의 문제. 이게 손님한테도 공개되는 건지는 모르겠는데 주문수락시 조리시간을 설정하고 설정한 시간보다 음식이 빨리나오는 경우에도 조리시간정확도 수치가 깎임. 문제는 라이더분들이 가게에서 설정한 조리시간보다 훨씬 일찍 도착해서 음식을 빨리 달라고 닥달함. 조리시간 정확도 수치때문에 가게에서는 음식이 예상보다 빨리나와도 천천~히 줄 수밖에 없음. 다른건몰라도 1번 문제는 진짜 심각한 거임 대학생들이 조별과제로 어플을 기획해도 이렇게는 안 만들 것 같음"
20210401,별표 5개 만점에 5개를 받았습니다.,3,편리하고 좋와요
20210215,별표 5개 만점에 1개를 받았습니다.,20,리뷰관리도안되고 답글도달수없고 매장에서실수가 있어도 고객한테 피드백도줄수없고 기껏 별점올려서 치타배달하려고 노력했더니 별점테러 리뷰테러. 전 쿠팡이츠해지했습니다. 갑질하지맙시다 쿠팡은 다신안쓸겁니다. 쿠팡을하려는 사장님들 쿠팡이츠는아닙니다. 잘생각하시고 결정하세요
20210202,별표 5개 만점에 1개를 받았습니다.,5,"사용자가 불편을 호소하면 수정기간이 걸릴수는있습니다 하지만 시간들여 작성한 리뷰에 답변은 해주시는게 맞지않을까요? 그래야 내 불편함을 어떻게 진행중인지 정도는 알수있다 생각합니다 다른분들 리뷰보니 손님, 매장사장님, 배달기사님 대부분 불변함을 남기시는데 답글하나 없네요 기대한만큼 아쉬움이 너무나 큰 앱이네요"
20201108,별표 5개 만점에 3개를 받았습니다.,15,다른 배달업체에 비해서 전반적인 시스템이 좋습니다 다만 조리완료 시간을 배달도착하신분이 누를수 있게 하는것은 조금의 잘못된 프로시져라고 생각하네요.. 배달원들이 미리 오시는거는 좋지만 그분들때문에 더 빨리해야되고 또 그분들이 받자 마자 누르면 점수가 줄어드는 시스템에는 분명 개선이 필요하다고 보이네요. 잘사용하고 있습니다. 감사합니다
20210225,별표 5개 만점에 1개를 받았습니다.,10,양아치~ 배달요금 체계 다시 자기네 배불리기로 바꿈 메뉴도 바꿀라면 오래걸리고 치타배달인데도 손님한테 안보이게 되어있는데 무책임함
20201222,별표 5개 만점에 1개를 받았습니다.,43,"메뉴수정 요청도 4일이나 걸리고, 거기에 문의하려고 고객센터에 전화하니 상담사 일하기 싫으면 일 하지 마세요. 그렇게 불친절하고 한숨쉬면서 응대하는 상담사는 어딜가도 처음이네요. 맘 같아서는 장난하냐고 소리라도 지르고 싶었지만 그런 태도로 일하는 사람이 그런다고 본인의 잘못을 알까싶어 그만뒀습니다. 정말 최악의 배달 서비스인것 같네요"
20201209,별표 5개 만점에 1개를 받았습니다.,48,가게 운영하시는 분들!!! 애써 힘들게 쌓아올린 가게이미지 망가트리고 싶지않으시다면 절대절대절대 사용하지 않으심을 강력추천드립니다. 요청만 했다하면 기본 영업일 기준 이틀. 아 요청사항 해결이 이틀이 아닌 담당부서 연락오는것이 영업일 기준 빨라야 이틀..심지어 탈퇴 또한 영업일 기준 이틀뒤 담당부서 연락~와서 해주는 거라곤 문자 따라쓰기^^요즘 같이 힘든때에 배달만이 희망인데..배달로 가게 이미지 초박살에..안하는 것만 못한 효과!!!시스템 자체 구축이 아직 안된건지 뭔지~~쿠팡이트 사용하실 업주님들 고객센터 전화해서 요청사항 말하려면 한번두번 전화해서는 전달도 안되니 꼭 두세번씩 확인하시기바랍니다~다들 건승하세요
20210226,별표 5개 만점에 1개를 받았습니다.,8,부산은 전혀 신경안써주시네요ㅎ 주문서 출력안된다고 11월부터 문의를 해도 연락한통없고 라이더분들 보온통도없이 거의 도보로 평균 30분넘게 배달시간 걸리고 빠른배달 컨셉맞나요? 식은 음식 불만전화는 제 몫인가요ㅎ 저희 프랜차이즈 가맹점들은 거의 계약해지했네요!!
20210105,별표 5개 만점에 1개를 받았습니다.,54,쿠팡이츠 가맹점을 하면서 배달파트너도 병행하고 있습니다. 배달지연 10분 한번 눌렀더니 배정이 안되서 배달하시는 분이 한시간 뒤에 오네요. 웃긴 건 제가 배달 파트너 앱을 계속 온라인으로 해두고 있었다는 거죠. 가게 밖에 있었던 것도 아니고 계속 안에 있어서 제일 가까운 거리에 있던 배달원이 저였는데도 끝까지 알림이 안왔어요. 아무리 생각해도 10분 지연버튼 한번 눌렀다는 죄목으로 페널티를 먹인 건데 1시간이나 지연시킨 건 너무하지 않습니까? 쿠팡 담당자님 보세요. 가맹점 사장님들을 무슨 쿠팡맨처럼 생각하지 마세요. 님들이 저희들 고용한 거 아닙니다. 로봇처럼 착착 움직이는 걸 원하다면 월급을 주세요. 그리고 가맹점이자 파트너라면 사장직접배달 같은 버튼 만들어서 우선권을 주세요. 왜 배달원이 안잡히면 우리가 발만 동동 굴러야 합니까?
20190912,별표 5개 만점에 1개를 받았습니다.,9,"아직도 가게에서 직접 상품 금액 변경도 못하고, 전화로도 신청 못하고, 오로지 이메일로만 신청해야 하고, 신청해도 평일 기준으로 2~3일 걸리고.. 이건 무슨.. 쿠팡 이츠가 나온 지가 얼마나 됐는데 아직도 이런 기본 기능이 없는지"
20201119,별표 5개 만점에 1개를 받았습니다.,22,메뉴수정 할때 일일히 메일보내야 되고 바로 해결되는것도 아니고 며칠 소요됨 조리시간 맞추라고 압박주면서 배달파트너는 그 시간안에 안오고 그에 따라 오는 불이익 가맹점 부담(리뷰 안좋게 달리면 쿠팡이 해결해준단식으로 말하는데 리뷰만 안달리면 끝? 그 손님은 다신 우리매장 안올 가능성 높음) 치타배달선정 기준 다 맞춰도 치타배달 떨어짐 전주보다도 점수가 다 올랐는데 떨어짐 대체 쿠팡이 말하는 기준점수가 뭔지 모르겠음ㅋㅋ 외에도 주문수락해도 알람 안꺼짐 핸드폰 몇번이나 껐다킴 건의할거 있어서 전화하면 확인해보고 이틀안에 연락준다 하고선 먼저 연락할때까지 연락 절대안옴
20210125,별표 5개 만점에 1개를 받았습니다.,18,"햐~~완전 쓰레기네요 메뉴가격수정도 일주일 지나도록 변경도않되고 상담원은 그냥 죄송합니다면 끝이구 조리완료버튼도 시간되서 눌러야 패널티않받고 기사는 일찍와서 조리완료시간 마춰야한다니 짜증내고 가끔 기사들 들어오자마자 픽업눌러서 조리완료 못눌러서 패널티먹고 건의사항 몇번을 얘기해도 바뀌는건없고 그 비싼 수수료내가면서 뭐하는짓거리인지 모르겠다 개민,쿠팡,욕이요 다~~똑같은것들 말로는 업주들 생각해주는척 욕나온다~"
20201204,별표 5개 만점에 1개를 받았습니다.,8,앞선 리뷰에 적힌 문제점만 고쳐도 평점이 이렇진 않을걸 왜 아직도 못고치는지.. 심지어 배달하는 분까지 쿠팡 왜하냐며 그냥 배민만 하라고 할 정도로 배달하는 분들도 꺼리는 쿠팡잇츠... 진짜 이정도면 신경 좀 쓰세요. 고객만족도는 모르겠는데 사용자 입장에서는 그냥 어쩔수 없이 사용하는 배달앱밖에 안됩니다.
20210225,별표 5개 만점에 3개를 받았습니다.,10,주문안받는다고 전화울리는거 좀 안하게해주세요 바쁘면 좀 늦게 받을수도있잖아요 30초지나면 바로 전화 울리니 정말 시꺼러워 죽겠네요
20190819,별표 5개 만점에 1개를 받았습니다.,4,"여기 안좋은 리뷰는 삭제하나봐요? 앞서 배달파트너 고객센터 수준이 떨어진다고 적었습니다. 고객센터의 기본이 먼저 질문자의 의도를 파악하고 응대하는 건데, 여기 배달 파트너 고객센터는 전화안받는건 기본이고, 카톡플러스 고객센터 응답 시간은 기본 1시간에 기껏 기다려 답변 오는건 복사붙여넣기가 전부네요. 거기대고 제대로 답변해달라는 저에게 지적질만하네요? 본인이 제대로 의도를 파악않고 복사 붙여넣기민 하는 고객센터... 추가로 질문하니 따지며 싸뭄하자는 투로 얘기하는 고객센터 희한합니다. 제대로 운영하세요 삭제 그만하시고요."
20201224,별표 5개 만점에 1개를 받았습니다.,26,1 주문수락 30초안에 주문 수락해야하는데 그때 조리시간을 설정해야함 주문 내용을 확인해야 조리시간을 정하는데 30초 안에 안했다고 점수 떨어짐 주문 내용을 획인해야 조리시간을 설정할꺼 아닙니까? 책상에 앉아서 어플 만듬 2 4개 브랜드 운영중인데 이건 배민처럼 한군데 통합이 없음 하나는 컴퓨터 하나는 포스 두개는 핸드폰 따로 따로 주문받고 주문 음이 어디서 울리는지 찿아야함 당연히 30초 초과 3 컴퓨터가 꺼져 있는데 주문 확인 안했다 점수 깎임 책상머리 어플 4 조리를 생각보다 일찍해서 준비완료해도 점수 깍임 5 바빠죽겠는데 쿠팡기사 전화옴 주소가 여기 맞냐고 6 날도 추워서 음식 식을까 걱정인데 쓰레빠 질질 끌고 걸어서 배달 7 딴데 보다 수수료 싸다고 어필 하지만 절대 그렇지 않음 건당 수수료 배달비 카드수수료 절대 싸지 않음 8 똥콜이거나 기사가 안잡으면 한건 배송이더라도 대행기사님보다 훨씬 느림 9 500자초과 밑에 다른 리뷰 참고하세요
20201014,별표 5개 만점에 2개를 받았습니다.,7,앱에서 준비완료가 안눌려서 계속 배달파트너 올때까지 기다려야하네요. 설정한 준비시간을 초과하는 일이 발생하면서 점수가 떨어지는데 그러면 앱에 노출될때 안좋지않나요? 빠른 수정부탁드려요.
20190803,별표 5개 만점에 5개를 받았습니다.,21,좋습니다 배달원분들이 하나같이 친절하시고 정말빨리오십니다 터치도 간편해서 좋구요 고객센터도 신속하시고 쾌적합니다 근데 몇가지 불편한점은 1.고객님들이 별점에 텍스트도 넣을수있게 해주셨으면 좋겠습니다 피드백이 필요하니까요 2.포스에서 주문표를 뽑을수있게해주시면 좋겠습니다 주문이 몰리면 너무헷갈려요ㅠ 3.알람소리 설정할수있게 해주셨으면 좋겠습니다 소리가 작은편이라 바쁠땐 가끔늦게듣거든요ㅠ 4.가게소개나 메뉴소개적어놓을수있음 좋겠습니다 아직 만들어진지 얼마안돼서 여러가지 자잘한 사항들 개선해나가시면 쿠팡이 금방점령할것같습니다~
20190805,별표 5개 만점에 2개를 받았습니다.,17,아니 요즘 메뉴수정을 어플에서못하는곳이어딨나요 사소하게 가격수정하는것까지 하나하나 이메일을통해수정을하고 피드백도늦고 수정도 2주동안안되고 카톡상담원을하던 어플에서 수정가능하게 개발하던지하세요제발 상담사는 기계식답변만하고 자기네는전달밖에못한다라니. 인력을온통 배차에만쏟는건지 말도안되는시스템이에요
20200929,별표 5개 만점에 1개를 받았습니다.,10,개판이구만 콜센터는 묵묵부답 기사들은 대부분 무뚝뚝에 쓰래빠질질끌고오고 조리시간 선택은 왜 있는겨? 기사들한테 보이게하는게 어렵나? 홀에 손님 잔뜩있는데 조리실까지 쳐들어와서 언제나오냐고 묻자너 조리시간 기사들이 볼수있게해라 판매자도 고객이다 판매해서 수수료내고 일끝나고 월30회이상 시켜먹지만 쿠팡은 안쓴다 고객말좀 귀기울이자
20200929,별표 5개 만점에 1개를 받았습니다.,16,이런걸 배달어플이라고 하고있다니 고객요청사항조차도 해결해주지못하고 금액은 비싸고 어플자체 오류라도 뜨는 날에는 적어도 2~3일 이후에 처리된다고만 말하고 본사규율에 얽매여 본질조차 찾지못하는 3류 배달업체입니다.할 말 더 있지만 입이 더러워질까 여기까지 합니다 제발 다른 업주님들 요기요나 배민 다른거 이용하세요 차라리
20201205,별표 5개 만점에 1개를 받았습니다.,6,캡춰 보안은 왜 걸어뒀냐? 금융사도아니고 PC버젼 오류 나오면 주문 메세지가 안나왜서 캡춰해서 직원들한테 보내야되는데 아주 .. 아.. 진짜 내가 발로 만들어도 이거보단 낫것다. 외주 개발사라면 바로 갈아타는게 나을듯.. 개발자분은 비지니스록직 기본은 학습하고 하셔야될듯. 나 20년 이상 개발자. 요식업은 와이프가 하고 있음. 앱 개판 버젼 개판 배민이 더 나음. 내일 고객 센터 전화해서 문제점 얘기해주겠음. 베타테스터들 말 좀 듣고 개선 하시길.. 쿠팡 서비스는 좋은데 배달 앱 IT인프라는 속된말로 개판임
20200912,별표 5개 만점에 2개를 받았습니다.,25,메뉴 추가나 삭제를 하고 싶어도 너무 오랜시간 기다리게해서 불편하네요. 배민처럼 자유롭게 할수 있게 해주세요. 이런것까지 허락을 받고 고쳐야하니 아주 불편합니다.
20200924,별표 5개 만점에 1개를 받았습니다.,13,제발 메뉴수정기능 좀 업장에서 할수있게 해주세요 메뉴수정 할려면 메일보내라고 하고 불편해서 못쓰겠어요
20210226,별표 5개 만점에 1개를 받았습니다.,9,정말 별 하나도 아깝습니다. 대기업인데 시장조사는 어떻게 하고 이 사업에 진출한건지.. 가맹점 가셔서 단 한건이라도 직접 주문 받아보며 체험해보시길 간곡히 청해드리고 싶습니다.
20210101,별표 5개 만점에 2개를 받았습니다.,1,핸드폰으로 주문수락이.안됨
20210405,별표 5개 만점에 1개를 받았습니다.,15,충분한 상담능력도없이 가맹점만 무턱대고 늘려놓고는 무슨 메뉴수정에 3일 이상 걸리고 상담원 통화는 20분이상 기다려야돼고 무슨짓인건지 도대체 그냥 업주들 수수료만 빨아먹으면 된다는 심뽀인지 뭐하나 제대로된게 하나도 없음
20210108,별표 5개 만점에 1개를 받았습니다.,12,"기사 8분만에 온대서 땀흘려가며 음식만들면 모해요? 기사가 안온다고 전화오고,콜센터 전화해보니 우린 할수없으니 배달관제센터로 전화하라고?배달이 밀렷으니 전화못한다하니 본인들도 어쩔수없다고? 결국 배달관제센터에 직접전화하니 전화안받내? 다시 콜센터 전화해서 전화안받는다고 하니까 이제서야 본인들이 확인해본다구?장난하나 진짜... 첨부터 당신들이 직접확인하고 다시 기사를 배정하는게 맞는거야. 이래놓구 음식 식고 배달 늦으면 고객은 누구 잘못으로알까요? 어이가없어서 참내...별 한개도 아까워요"
20190801,별표 5개 만점에 1개를 받았습니다.,35,다른건 편리한대... 제발 무음으로 설정해놓으면 강제로 소리로 바뀌어서 알림 주지않게 고쳐주세요. 어디 일보러 갔을때 쿠팡 알림올까봐 핸드폰에서 손을 못놔요. 부탁드립니다. 알림 무음 기능 좀 제대로 넣어주세요.
20190805,별표 5개 만점에 3개를 받았습니다.,5,조리시간 1분 단위로도 설정할수 있게 업데이트 부탁드립니다..5분 단위라. 조리시간 맞추기 힘듭니다... 그리고 1번 이상 단골 분들은 주문시 확인할수있게 몇번째 주문 ~ 이런것도 있음 좋겟네요
20200622,별표 5개 만점에 1개를 받았습니다.,5,"이용불편 매장에서 사용하기 어려움, 주방에서 조리하다 주문받으려면 불편. 개발자가 주방에서 일하다 주문을 받는것에 대한 이해가 전혀 없는듯함."
20200910,별표 5개 만점에 1개를 받았습니다.,3,알림음 못 고치는겁니까?안고치는겁니까? 배달 영업시작되면 어디가서 다른 업무를 볼수가 없어요.매장에서 주문접수를 받았음에도 제폰에서 열어서 확인할때 까지 진동 소리 무한반복...주변에 광고시키는겁니까...적당히하고 수정 좀 하세요.
20201107,별표 5개 만점에 1개를 받았습니다.,7,제시간안에 음식을 만들어서 기사에게 주어도 기사가 픽업해서 가져갔지만 픽업을 누르지않고 가져간 한참 뒤 픽업을 눌러서 조리시간 정확도가 어이없이 낮게측정되요 이게 한두번이아니라 모든기사들이 그럼
20200806,별표 5개 만점에 1개를 받았습니다.,11,진짜 개 구립니다 먼 업데이트를 하면 괜찮아 진다고 거짓말을 치치 ㅋㅋㅋㅋ 메뉴수정하나 못하게 하는 어플인데
20210104,별표 5개 만점에 1개를 받았습니다.,4,손살보상 빨리 하라고!!! 3달이 넘어가도록 누락에 계속 미루다 거짓말에 지들이 잘못해 놓고 판매자는 마냥 기다리라고?? 삥땅치다 거짓말 들통나니 계속 미루면서 떼어먹게?? 쿠팡이츠에는 10원도 아까워서 다 받아낼테니 빨리 처리하세요.
20210225,별표 5개 만점에 1개를 받았습니다.,44,제발;알람설정좀 해주세요....버그걸린것마냥 한번울리는것도아니고 1분내내 울리는데... 이정도면? 어플사용하지말라는건가... 왠만한사람들이 다 똑같은걸로 말하는데... 개선이 1도안되네요
20200106,별표 5개 만점에 1개를 받았습니다.,12,주문 알람 설정못하는거 너무 불편함 음량조절도 안되고 무음해도 안되고 진동해도 안되고 로그아웃하고 재로그인해야하고 쓸수있는기능도 없고 영업일시정지때메 어플쓰는데 포스에서 되니 어플 쓸 필요가없어짐
20200722,별표 5개 만점에 1개를 받았습니다.,31,배민시스템의 좋은점을 인용하고 더 좋은 시스템으로 할수도있는데 쿠팡 최악입니다 라이더 비용 가맹점에서 일률적으로 가까우나 멀으나 5000원받아감 쿠팡라이더에게 배송료 얼마받냐고 물어보니 거리에따라 틀리나 평균적으로 3000~4000원 받으니 20%~40% 라이더비용 수수료로 쿠팡에서 가져가고 가맹점에서 건당1000원에 배송비5000원 3%수수료에 전체금액의 부가세10%공재~ㅠㅠ 20000원 팔아서 라이더비용 5000원에 배송비2000원~3000원 책정하고 가맹점의 배송선택도 없고 무조건 5000원 사전고지도 안해주고 사진무료로 찍어준다고 가맹먼저하게되고 나중에 수수료와 배송5000원이라고 이메일과 전화수없이한후 알게되었슴 배달료로 큰 회사라그런지 가맹업소에서 수수료챙기고 쿠팡배송원에게 엄청무시한 수수료챙기고 전체금액에서 30%정도 가져가는거로 그나마 지금은 프로모션~기간이라고 어이가 없습니다 소비자는 이런사실을 모르겠지요 탈퇴만이~~~ 시스템도 최악 수수료 하늘천입니다
20200605,별표 5개 만점에 1개를 받았습니다.,5,주문만 들어오면 협박 받는듯. 배달지가 어딘지 알지도 못하는데 보온가방도 없이 추운 날씨에 그냥 포장된 비닐을 그냥 들고 나가니 도착할땐 식어버릴까 걱정. 어떨땐 킥보드도 아닌 스케이트보드 타고 오는 사람도 있음.
20210127,별표 5개 만점에 1개를 받았습니다.,6,소리는 왜이렇게 작고.. 주문자가 취소한걸 수락율 떨어뜨리고.. 이런 치타배달은 왜 만들었나요?..개발자 상상력 특이하네요~ 운영해보시고 만들죠!! 아님 배민이라도 따라하시던가
20210205,별표 5개 만점에 1개를 받았습니다.,7,음식 다만들어놨는데 배달하시는분 40분만에 잡힘. 40분 기다리는동안 다른배달어플들은 벌써 출발.도착다했는데..왜 쿠팡만 라이더가 안오는건지. 프로그램하나 안되도 접수후 수일이 지나야되고 너무불편함. 별하나도 아깝!!!!!
20201027,별표 5개 만점에 1개를 받았습니다.,50,몇가지 다들 남기셨는데 동일합니다 어플 알람 온오프설정기능 필요하구요 리뷰에 대한 답글관리하게 해줘야 될것 같네요 변동사항을 모조리 소개글에 넣을수도 없고 그렇다고 연락을 할 방법도없고 여러모로 문제가 많습니다 일주일된 어플도 아닌데 개선이 이렇게 안되는건 문제가 크네요
20201203,별표 5개 만점에 1개를 받았습니다.,17,정말 불편한게많은 쿠팡이츠 시스템 수수료는 엄청나게받아가면서 고객센터 운영도 문제 메뉴변경및 가게정보변경도 문제 배달기사들도 문제 전부다 문제... 수수료나 적게받아가면할말없지만.... 개발자님 운영자님 정신차리세요
20200708,별표 5개 만점에 1개를 받았습니다.,44,별점 1개도 아깝네요. 일처리도 늦고 무슨 메뉴 가격은 멋대로 써놓고 맞춤법도 다 다르고 사진도 다 멋대로 하고 수정해달라고 그래도 느리고 제대로 되는게 없네요 직원을 다시 뽑던가 뭔가 조치가 있어야할거같네요
20201215,별표 5개 만점에 1개를 받았습니다.,17,제발 업소 메뉴 수정 좀 빨리 해 주시죠.메뉴 고치는 것도 너무 불편하고 이건 업소 늘리기만 급급해서 가입한가게는 아예 신경도 안 쓰시고 정말 뭣 같네요.
20210205,별표 5개 만점에 1개를 받았습니다.,6,쓰레기앱 1.모바일연동 안됨(주문수락못함) 2.배달기사 쓸데없는걸로 전화 계속해서 일을 못함 3.조리시간15분 고정 개오바.(튀기는데만 11분)
20200924,별표 5개 만점에 1개를 받았습니다.,13,밑에분들과 같게 쿠팡잇츠 조리완료 버튼 .....정말 싫음 음식빨리나가는데 왜점수를 깍이게하는지 ..우리가 쿠팡잇츠만하냐?? 너무 받눈고객입장에서만 생각하게 만들어놈..사장들한테는 이만저만 규ㅣ찮게 하는게 많은 어플
20201116,별표 5개 만점에 1개를 받았습니다.,13,모바일.주문접수가 또 안되는데... 도대체 언제 개선되나요? 접수 안눌리니까 계속 울리고 껏다가 다시켜서 하는게 얼마나 짜증나는지..
20200924,별표 5개 만점에 1개를 받았습니다.,23,"도대체 알림끄기 기능 하나 추가하는게 그렇게 어려운 일인가요, 무음은 커녕 아예 알림 권한 없음 처리를 해도 알림이 울리는데 무슨 어플이 권한따위도 무시하고 알림을 주는지.."
20200925,별표 5개 만점에 1개를 받았습니다.,26,"배달파트너 평가 누르면 UI 날라가는 버그좀 고쳐라 제발 배달파트너 그지같은 것들 오는것도 짜증나는데 리포트도 못하게 막는거냐??? QC,QA,그리고 CS팀들 이 내용부터 제발 빨리 파악해서 좀 리포트 올려주세요"
20200430,별표 5개 만점에 1개를 받았습니다.,3,고객센터 전화 친절히받으세죠 그러다 쳐맞아요..고객센터 일하는 직업의식도없는 양아치인가요? 음식팔고 정산은 왜 20일후에나 돈을 인출하게해놨나요?돈이 돌아야 장사를하죠?20일씩 묶어두면 장사하지말라는거잖아요?
20200731,별표 5개 만점에 1개를 받았습니다.,12,배달 진짜 문제 많네요. 대행사처럼 전문적으로 장비나 갖춘분들이 와서 배달좀 했으면 좋겠어요. 피자가방 하나없이 빈손으로 들어와서 음식 가져가는거 보면 힌숨나옴.
20190918,별표 5개 만점에 1개를 받았습니다.,2,메뉴수정하는데 무슨 메일을 보냄 언제 고쳐줄건데
20201110,별표 5개 만점에 1개를 받았습니다.,3,"넘 개선이 필요로합니다. 핸드폰이 진동이나 무음이면, 배달음 소리를 안내게만들어야하눈게 아닌가? 진짜 여러사람에게 피해를 주는것 같아요 진짜 개짜증"
20210622,별표 5개 만점에 1개를 받았습니다.,19,메뉴수정 가격변동 수정하는데 저희가 직접해야지 메일 통해서 해야되는건지 모르겠어요 메일보내고 일주일이 지나도 변경되지않고 너무 불편합니다.
20200818,별표 5개 만점에 5개를 받았습니다.,13,알림소리도 크고 주문수락 버튼도 잘되어있어서 사용이 편하며 메인화면에 내 매장점수를 확인할 수 있는게 너무 좋습니다ㅎ 딱히 사용하기 불편한점은 없어요 그리고 쉬는날 알람온다고 하는 사람들은 휴무설정 안해놔서 주문들어가서 울리는걸 어플탓하는건데 미리미리 휴무설정 해둡시다ㅋㅋㅋㄱ
20201112,별표 5개 만점에 3개를 받았습니다.,3,음식조리시간을 체크하면 누가보나요? 배달기사님은 못보신다던데 너무일찍와서 기다리고 계시면 마음이급해지고 좀그래요 어떤분은 기다리다 그냥가버리는분도 계시고 시간을 볼수있게해서 맞춰서 오시면 좋겠습니다
20200207,별표 5개 만점에 3개를 받았습니다.,6,메뉴 수정은 최소한 업주가 하게 할수 있게 해야되는거 아니예요? 매번 이메일로 보내야되고 바로 시정되는것도 아니고 너무 불편해요
20200908,별표 5개 만점에 1개를 받았습니다.,11,"메뉴 품절시 다시 판매가능으로 바꿨지만 변경되지 않음, 주문왔을시 소리 크기나 소리 온오프 설정기능 어플에 없음, 매우 아마츄어한 어플이라 삭제처리"
20200926,별표 5개 만점에 1개를 받았습니다.,24,최악의 배달앱.. 음식 나오고 20분이상 지나도 배달원 배정이 안되면 음식 어쩔.. 결국 고객은 매장으로 전화해서 난리치게 만드는 앱. 절대 다신 안쓴다.
20190920,별표 5개 만점에 2개를 받았습니다.,4,"고객센터 대응 뭣같음 옵션 품절처리없어서 어케하냐하니까 자기네는 방법이없단다 그럼 하루 상점 닫으냐고 물어보니 그방법밖에 없다고ㅋㅋ 말이야 방구야? 옵션도 품절 가능하게해야지 어플대충만들어서 출시한티 난다 폰, pc연동해서 둘중하나로 배달잡으면 하나는 계속 알람들리고 pc알람은 소리 너무작음"
20210217,별표 5개 만점에 1개를 받았습니다.,5,최악 전화받는데 30분이 넘게 걸리고 콜센터직원은 다른번호 알려주고 다시 전화하는데 30분ㅋㅋㅋㅋ배차 다시해달라니까 처리해준다고하고 안함 다른 직원분한테 다시 해달라고 요청 음식 배달완료 되려면 1시간30분소요가 말이됨?
